,domain,url,urlType,R_full_text_Flesch_reading_ease,R_full_text_Flesch_kincaid_grade,R_full_text_smog,R_full_text_gunning_fog,R_full_text_words_per_sentence,R_full_text_capitalized_words,R_full_text_lexicon,R_full_text_urls_counts,R_full_text_long_words,R_full_text_syllables,R_full_text_stop_words,R_full_text_sentences,R_full_text_linsear_write,R_full_text_automated_readability,R_full_text_characters_total,R_full_text_coleman_liax,R_full_text_difficult_words,R_full_text_words_total
4798,nytimes.com,https://www.nytimes.com/2002/04/10/sports/baseball-for-mets-no-runs-two-hits-don-t-ask.html,Reliable,87.17,9.5,10.3,13.02342621,9.543859649,95,432,0,295,705,32.90441176,57,12.8,14,2989,14.79,98,544
4799,nytimes.com,https://www.nytimes.com/2002/04/10/world/in-mexico-greed-kills-fish-by-the-seaful.html,Reliable,66.18,17.5,16.4,17.44050833,13.54929577,149,766,0,548,1445,18.60706861,71,16.5,21.6,5658,17.76,241,962
4800,nytimes.com,https://www.nytimes.com/2002/04/10/nyregion/bloomberg-says-he-regrets-marijuana-remarks.html,Reliable,66.65,13.1,13.7,15.84747475,13.09090909,29,113,0,74,215,124.3055556,11,10.14285714,16.7,848,17.92,31,144
4801,nytimes.com,https://www.nytimes.com/2002/04/11/technology/news-watch-digital-art-a-greeting-steals-its-way-into-your-hard-drive.html,Reliable,76.1,11,11.7,17.13832096,12.11764706,29,163,0,119,293,86.89320388,17,13,15.4,1221,17.33,53,206
4802,nytimes.com,https://www.nytimes.com/2002/04/11/garden/100-years-after-his-birth-new-life-for-jean-prouve.html,Reliable,67.02,13.4,12.6,16.96040134,12.72093023,97,420,0,321,805,32.72394881,43,15.25,17.3,3196,18.04,135,547
4803,nytimes.com,https://www.nytimes.com/2002/04/12/nyregion/daffodils-blossom-for-a-wounded-city.html,Reliable,87.18,10.2,10.4,13.14052468,9.535211268,162,530,0,363,890,26.44017725,71,14,14,3765,14.67,124,677
4804,nytimes.com,https://www.nytimes.com/2002/04/12/us/florida-candidates-play-down-their-recount-role.html,Reliable,68.16,13,13,15.61394123,11.60273973,193,692,0,488,1286,21.13341204,73,14.4,16.4,5180,17.8,190,847
4805,nytimes.com,https://www.nytimes.com/2002/04/12/movies/film-review-a-mystery-looming-larger-than-rosebud.html,Reliable,57.77,14.3,13.1,21.28888889,13.5,157,496,0,394,1008,27.62345679,48,11,18,3908,19.31,225,648
4806,nytimes.com,https://www.nytimes.com/2002/04/13/world/uprising-venezuela-man-manager-conciliator-pedro-carmona-estanga.html,Reliable,69.56,11.2,11.1,17.16179056,10.2195122,94,336,0,246,644,42.72076372,41,7.375,14.8,2558,17.55,116,419
4807,nytimes.com,https://www.nytimes.com/2002/04/13/world/tunisian-synagogue-blast-called-accident.html,Reliable,68.23,15.4,15.8,17.66234059,11.53488372,97,396,0,307,760,36.08870968,43,22.33333333,20.7,3056,19.49,137,496
4808,nytimes.com,https://www.nytimes.com/2002/04/13/world/uprising-venezuela-government-venezuela-s-chief-forced-resign-civilian-installed.html,Reliable,49.48,12.8,13.1,18.9122807,13.33333333,171,632,0,495,1256,23.55263158,57,7.875,16.8,5006,20.05,220,760
4809,nytimes.com,https://www.nytimes.com/2002/04/13/opinion/hugo-chavez-departs.html,Reliable,42.75,16,15.4,22.01149952,11.63333333,54,295,0,241,612,51.28939828,30,17.75,21,2429,22.91,134,349
4810,nytimes.com,https://www.nytimes.com/2002/04/13/nyregion/favorite-in-special-election-is-thinking-primary.html,Reliable,59.71,14.8,13.7,18.54774616,11.5952381,108,399,0,302,785,36.75564682,42,16.25,18.4,3078,19.37,145,487
4811,nytimes.com,https://www.nytimes.com/2002/04/13/us/abuse-by-clergy-is-not-just-a-catholic-problem.html,Reliable,58.39,13.7,13.9,17.2848659,12.88888889,159,757,0,564,1461,19.2887931,72,22.33333333,17.8,5739,18.5,235,928
4812,nytimes.com,https://www.nytimes.com/2002/04/14/movies/film-why-were-the-maids-grisly-murderers.html,Reliable,67.43,13.3,12.5,17.41612215,12.32307692,154,614,0,447,1162,22.34706617,65,17.75,16.7,4612,17.28,210,801
4813,nytimes.com,https://www.nytimes.com/2002/04/14/magazine/silicon-valley-s-spy-game.html,Reliable,50.38,21,19.9,15.75743788,12.44715447,393,2460,0,1928,5167,5.845852384,246,74,25.8,19483,21.3,672,3062
4814,nytimes.com,https://www.nytimes.com/2002/04/14/business/economic-view-how-a-tax-on-cigarettes-can-help-the-taxed.html,Reliable,61.07,14.4,14.7,17.89600887,10.25,62,367,1,272,714,39.68957871,44,14.6,18.9,2798,18.97,133,451
4815,nytimes.com,https://www.nytimes.com/2002/04/14/education/reflections-creative-writing-class-teacher-confront-30000-words-week-teenage.html,Reliable,77.99,18.9,15.1,15.03453145,10.25,96,589,0,432,1097,22.97817715,76,62,23.7,4416,17.94,174,779
4816,nytimes.com,https://www.nytimes.com/2002/04/14/jobs/for-some-drug-tests-are-almost-impossible.html,Reliable,64.79,15.5,15.4,17.0296622,14.92,90,599,0,423,1129,23.99463807,50,16,19.4,4447,17.87,169,746
4817,nytimes.com,https://www.nytimes.com/2002/04/14/books/turning-a-blind-eye.html,Reliable,43.66,16.8,15.4,20.73918129,10.73684211,144,494,0,417,1077,29.24836601,57,12,20.4,4079,22.44,221,612
4818,nytimes.com,https://www.nytimes.com/2002/04/14/sports/sports-of-the-times-say-hello-finally-to-the-front-nine.html,Reliable,87.98,9.2,10.9,12.51824798,8.74137931,77,392,0,244,645,35.30571992,58,6.625,12.8,2654,13.33,89,507
4819,nytimes.com,https://www.nytimes.com/2002/04/14/education/endpaper-plumbing-the-inner-soul.html,Reliable,67.91,21.1,17.1,16.52201132,11.84615385,31,365,0,269,701,38.74458874,39,21,26.6,2734,18.34,113,462
4820,nytimes.com,https://www.nytimes.com/2002/04/15/business/showdown-nbc-s-top-2-are-riven-by-tensions.html,Reliable,68.04,9.4,11.1,15.22141403,11.71698113,248,1033,0,628,1898,14.41223833,106,8.125,11.5,7297,14.24,265,1242
4821,nytimes.com,https://www.nytimes.com/2002/04/15/us/senator-running-on-family-values-has-a-tough-race-after-divorce.html,Reliable,59.08,12.3,11.6,18.14613197,12.20833333,160,473,0,330,928,30.54607509,48,17.25,14.4,3574,17.26,165,586
4822,nytimes.com,https://www.nytimes.com/2002/04/15/world/mideast-turmoil-arab-opinion-in-interview-arafat-s-wife-praises-suicide-bombings.html,Reliable,50.19,14.5,13.4,22.6733861,12.63333333,100,313,0,258,654,47.22955145,30,15.2,17.8,2502,20.7,148,379
4823,nytimes.com,https://www.nytimes.com/2002/04/16/us/byron-r-white-longtime-justice-and-a-football-legend-dies-at-84.html,Reliable,57.54,17.3,16.7,17.48175643,13.73298429,481,2181,0,1691,4326,6.824247045,191,37,21.7,16932,20.31,655,2623
4824,nytimes.com,https://www.nytimes.com/2002/04/16/world/badme-journal-torn-town-changes-countries-but-not-conviction.html,Reliable,70.86,13.5,13.7,15.86682774,8.94,91,360,0,273,678,40.04474273,50,32,17.8,2744,18.79,115,447
4825,nytimes.com,https://www.nytimes.com/2002/04/16/nyregion/2-are-slain-at-pawn-shop-and-suspect-is-killed-by-the-police.html,Reliable,83.52,18.7,13.8,15.51801242,13.14285714,23,146,0,99,247,97.2826087,14,18.33333333,23.9,1010,15.1,38,184
4826,nytimes.com,https://www.nytimes.com/2002/04/16/world/bush-officials-met-with-venezuelans-who-ousted-leader.html,Reliable,41.43,14.7,14.5,18.82888713,12.92857143,169,601,0,474,1273,24.72375691,56,35.5,19,4943,21.97,211,724
4827,nytimes.com,https://www.nytimes.com/2002/04/16/science/q-a-526142.html,Reliable,72.83,14.2,12.3,17.26376812,15.33333333,12,133,0,99,250,97.2826087,12,9,19.9,1050,19.9,42,184
4828,nytimes.com,https://www.nytimes.com/2002/04/16/opinion/losing-latin-america.html,Reliable,50.98,17.9,17.4,19.59426277,11.85714286,40,193,0,155,433,71.8875502,21,12,21.8,1610,22.04,80,249
4829,nytimes.com,https://www.nytimes.com/2002/04/16/nyregion/intermediate-school-dean-faces-cocaine-charge.html,Reliable,55.83,12.3,12.6,18.54504505,15.41666667,51,154,0,110,292,96.75675676,12,9,15.4,1149,17.16,48,185
4830,nytimes.com,https://www.nytimes.com/2002/04/16/science/carving-of-a-king-could-rewrite-history.html,Reliable,49.26,19.5,18,18.79969341,13.55263158,198,848,0,667,1747,17.37864078,76,74,23.6,6664,20.77,293,1030
4831,nytimes.com,https://www.nytimes.com/2002/04/17/world/trotskyist-on-a-first-name-basis-to-france.html,Reliable,71.22,13.4,13.8,16.66232551,8.589285714,73,386,0,298,744,37.21413721,56,17,17.9,2958,18.96,135,481
4832,nytimes.com,https://www.nytimes.com/2002/04/17/sports/on-pro-football-dream-job-for-rice-nfl-commissioner.html,Reliable,69.17,13.1,13,16.40741269,10.60869565,102,388,0,282,735,36.68032787,46,16.2,16.8,2925,17.92,124,488
4833,nytimes.com,https://www.nytimes.com/2002/04/17/nyregion/dispatchers-still-haunted-by-the-voices-of-sept-11.html,Reliable,70.66,10.9,11.9,14.93389934,9.14,66,361,0,257,666,39.16849015,50,14.8,14.2,2633,16.06,106,457
4834,nytimes.com,https://www.nytimes.com/2002/04/17/nyregion/strip-club-staff-says-newark-mayor-was-a-patron.html,Reliable,66.78,12.1,12,17.1714293,12.96363636,118,554,0,404,1052,25.10518934,55,16,14.5,4074,16.29,178,713
4835,nytimes.com,https://www.nytimes.com/2002/04/17/us/mother-of-teenage-suicide-pilot-sues-maker-of-acne-drug-she-says-he-used.html,Reliable,50.26,13.9,14.4,19.26380597,12.5625,94,329,0,237,670,44.52736318,32,15.6,16.6,2497,18.2,123,402
4836,nytimes.com,https://www.nytimes.com/2002/04/17/us/virtual-child-pornography-ban-overturned.html,Reliable,39.37,18.1,18,20.9331997,14.96078431,149,641,0,496,1337,23.46002621,51,20.75,22.5,5116,21.76,247,763
4837,nytimes.com,https://www.nytimes.com/2002/04/18/world/behind-the-upheaval-in-venezuela.html,Reliable,68.21,12.8,13.6,17.70225108,11.55,107,552,0,404,1069,25.82972583,60,14.2,17.3,4259,18.78,192,693
4838,nytimes.com,https://www.nytimes.com/2002/04/18/us/report-clears-police-officer-in-columbine-high-shooting.html,Reliable,61.16,12.8,12,17.78623144,10.15909091,103,380,0,290,709,40.04474273,44,17.25,16.6,2863,18.49,131,447
4839,nytimes.com,https://www.nytimes.com/2002/04/18/opinion/chavez-s-second-chance.html,Reliable,42.74,15.7,15.6,21.44621212,11.63636364,69,332,0,280,688,46.61458333,33,21.5,20.7,2740,23.08,142,384
4840,nytimes.com,https://www.nytimes.com/2002/04/18/business/ruth-fertel-of-steakhouse-fame-is-dead-at-75.html,Reliable,68.64,12.1,12.1,18.84033843,11.13157895,107,341,0,245,642,42.31678487,38,8.142857143,15.6,2559,17.86,131,423
4841,nytimes.com,https://www.nytimes.com/2002/04/19/us/scandals-church-sexuality-issue-homosexuality-priesthood-under-increasing.html,Reliable,51.34,16.1,16,17.1958132,11.5,165,1036,0,774,2117,14.41223833,108,13,20.4,8073,20.3,329,1242
4842,nytimes.com,https://www.nytimes.com/2002/04/19/world/thor-heyerdahl-dies-at-87-his-voyage-on-kon-tiki-argued-for-ancient-mariners.html,Reliable,59.21,17.7,17.1,17.37435095,12.08695652,230,870,0,625,1791,16.0971223,92,26.66666667,20.8,6783,19.61,293,1112
4843,nytimes.com,https://www.nytimes.com/2002/04/20/opinion/the-return-of-an-ancient-hatred.html,Reliable,62.15,15.1,15,19.46184807,9.1875,108,362,0,288,720,40.58956916,48,33.5,19.5,2835,20.53,152,441
4844,nytimes.com,https://www.nytimes.com/2002/04/21/opinion/l-the-many-lives-of-a-vibrant-language-638676.html,Reliable,70.34,12.3,12.7,16.93566434,9.454545455,19,85,0,60,155,172.1153846,11,12.6,16.1,621,16.59,29,104
4845,nytimes.com,https://www.nytimes.com/2002/04/21/magazine/mourning-my-miscarriage.html,Reliable,70.28,15.9,15.3,15.47614975,9.513043478,181,1673,0,1242,3255,8.180987203,230,17.25,20.7,12759,18.74,529,2188
4846,nytimes.com,https://www.nytimes.com/2002/04/21/nyregion/jersey-when-pinball-lights-the-eyes-of-the-players.html,Reliable,67.96,11.5,11.4,16.72,11.8,43,196,0,122,344,75.84745763,20,12.2,14.1,1384,15.19,59,236
4847,nytimes.com,https://www.nytimes.com/2002/04/21/nyregion/quake-is-felt-from-boston-to-baltimore.html,Reliable,78.05,11.2,11.4,16.26135207,10.18918919,92,301,0,204,532,47.4801061,37,15.75,14.5,2175,15.94,96,377
4848,nytimes.com,https://www.nytimes.com/2002/04/21/opinion/the-selling-of-an-energy-policy.html,Reliable,44.08,18.6,17.7,20.68470355,10.32432432,38,318,0,257,686,46.85863874,37,24.33333333,22.3,2576,22.51,139,382
4849,nytimes.com,https://www.nytimes.com/2002/04/21/nyregion/beloved-hero-and-despised-traitor.html,Reliable,68.36,16.2,15.5,15.37515328,11.40789474,169,696,0,511,1302,20.64590542,76,39,20.7,5233,18.63,191,867
4850,nytimes.com,https://www.nytimes.com/2002/04/21/travel/where-nothing-says-everything.html,Reliable,67.79,14,13.3,17.13750109,11.96774194,79,585,0,450,1107,24.12398922,62,11.16666667,17.9,4434,18.39,192,742
4851,nytimes.com,https://www.nytimes.com/2002/04/21/business/market-insight-freddie-and-fannie-look-solid-and-steady.html,Reliable,78.55,11.9,11.9,14.79993308,9.697674419,70,338,0,230,601,42.92565947,43,10.33333333,14.6,2379,15.25,93,417
4852,nytimes.com,https://www.nytimes.com/2002/04/21/books/you-can-t-take-it-with-you.html,Reliable,43.85,18.5,18.1,20.24117032,10.54545455,41,285,0,223,609,51.43678161,33,10.71428571,22.5,2254,21.3,122,348
4853,nytimes.com,https://www.nytimes.com/2002/04/21/nyregion/the-women-of-sing-sing.html,Reliable,70.19,12.7,12.4,13.18517576,9.597122302,219,1048,0,700,1940,13.41829085,139,13.6,14.8,7595,15.77,245,1334
4854,nytimes.com,https://www.nytimes.com/2002/04/21/opinion/changing-the-channel.html,Reliable,70.64,15.3,14.4,15.9136393,9.153846154,57,194,0,127,364,75.21008403,26,13.4,17.8,1384,16.13,61,238
4855,nytimes.com,https://www.nytimes.com/2002/04/21/nyregion/layne-staley-34-alice-in-chains-singer-dies.html,Reliable,74.38,10.5,11.5,15.66979638,13.8125,56,175,0,117,317,80.99547511,16,12,12.6,1237,14.25,45,221
4856,nytimes.com,https://www.nytimes.com/2002/04/21/realestate/if-you-re-thinking-of-living-in-iselin-nj-curry-and-saris-spice-a-typical-suburb.html,Reliable,76.39,12.9,12.8,15.08364835,11.83,238,949,0,715,1704,15.13102282,100,16.25,18.2,7161,18.51,247,1183
4857,nytimes.com,https://www.nytimes.com/2002/04/22/business/times-discovery-deal.html,Reliable,46.37,17.7,17.9,21.73073171,16.4,29,65,0,54,139,218.2926829,5,18.66666667,23.7,544,23.44,27,82
4858,nytimes.com,https://www.nytimes.com/2002/04/22/world/koizumi-s-visit-to-war-shrine-angers-japan-s-neighbors.html,Reliable,50.03,15,15.2,20.02376034,12.79487179,106,413,0,333,840,35.87174349,39,15,18.9,3204,19.72,161,499
4859,nytimes.com,https://www.nytimes.com/2002/04/22/sports/hockey-milbury-is-waiting-for-calls.html,Reliable,69.4,11.9,12.3,17.03112815,10.38235294,70,287,0,205,515,50.7082153,34,11.5,15.7,2091,17.11,96,353
4860,nytimes.com,https://www.nytimes.com/2002/04/22/business/new-economy-copyright-dispute-with-church-scientology-forcing-google-some.html,Reliable,60.21,15.9,15.5,17.55111111,11.1,120,557,0,414,1084,26.87687688,60,23.33333333,21.4,4311,20.19,185,666
4861,nytimes.com,https://www.nytimes.com/2002/04/23/world/us-forces-out-head-of-chemical-arms-agency.html,Reliable,43.23,14,14.1,20.80636605,11.15384615,34,124,0,96,263,123.4482759,13,7.555555556,16.8,975,20.05,52,145
4862,nytimes.com,https://www.nytimes.com/2002/04/23/world/castro-defies-fox-of-mexico-as-once-warm-ties-sour.html,Reliable,58.55,11.6,13.1,18.54908301,12.73529412,123,365,0,263,704,41.33949192,34,15.8,14.5,2702,17.27,124,433
4863,nytimes.com,https://www.nytimes.com/2002/04/23/science/genetically-bison-don-t-measure-up-to-frontier-ancestors.html,Reliable,48.29,17,16.3,18.88929931,14.5106383,116,559,0,414,1155,26.24633431,47,13,19,4246,18.74,189,682
4864,nytimes.com,https://www.nytimes.com/2002/04/23/nyregion/ex-chairman-of-sotheby-s-gets-jail-time.html,Reliable,66.61,11.2,11.3,16.44758499,13.12727273,155,569,0,420,1069,24.79224377,55,13.8,14.6,4328,17.21,166,722
4865,nytimes.com,https://www.nytimes.com/2002/04/23/science/looking-back-at-the-days-of-the-locust.html,Reliable,67.52,14.6,13.7,16.70318016,12.23188406,110,679,0,511,1268,21.20853081,69,33.5,19.3,5193,19.09,207,844
4866,nytimes.com,https://www.nytimes.com/2002/04/23/opinion/a-slave-s-journey-in-sudan.html,Reliable,70.1,12.7,12.5,16.24729345,9.692307692,57,309,0,220,554,47.35449735,39,5.555555556,16.7,2239,16.93,98,378
4867,nytimes.com,https://www.nytimes.com/2002/04/24/sports/basketball-road-less-traveled-to-nba.html,Reliable,77.14,14.2,13,13.88125944,11.08510638,193,808,0,584,1437,17.17850288,94,12.4,18.7,5946,16.77,194,1042
4868,nytimes.com,https://www.nytimes.com/2002/04/24/books/books-of-the-times-a-soaring-johnson-ruthless-and-crude-but-compassionate.html,Reliable,58.5,14.8,13.8,18.70760487,12.78205128,194,804,0,606,1592,17.95386158,78,17,18,6153,18.79,289,997
4869,nytimes.com,https://www.nytimes.com/2002/04/24/business/commercial-real-estate-with-enron-s-collapse-houston-has-lots-of-space.html,Reliable,67.12,13.2,13.6,16.60445545,12.625,122,660,0,486,1211,22.15346535,64,33.5,17.5,4837,17.23,193,808
4870,nytimes.com,https://www.nytimes.com/2002/04/25/sports/sports-of-the-times-pena-takes-helpful-advice-from-parents-and-predecessor.html,Reliable,69.96,14.9,13.5,16.50125313,9.824561404,112,454,0,323,840,31.96428571,57,11.6,18.1,3322,17.29,148,560
4871,nytimes.com,https://www.nytimes.com/2002/04/25/sports/pro-basketball-eying-nba-china-will-make-athletes-pay.html,Reliable,57.87,15,15,17.53144751,13.4084507,227,794,0,600,1527,18.80252101,71,12.6,19.3,5985,18.8,242,952
4872,nytimes.com,https://www.nytimes.com/2002/04/25/opinion/zygotes-and-people-aren-t-quite-the-same.html,Reliable,52.82,22.8,20.5,19.77383793,10.04545455,13,190,0,149,375,80.99547511,22,22.33333333,28.5,1450,20.49,76,221
4873,nytimes.com,https://www.nytimes.com/2002/04/26/opinion/israel-s-right-and-left-converge.html,Reliable,68.1,14.5,14.1,15.65199314,11.66,117,479,0,351,880,30.70325901,50,10.33333333,19.5,3526,18.11,131,583
4874,nytimes.com,https://www.nytimes.com/2002/04/26/arts/art-review-a-black-world-of-ins-and-outs.html,Reliable,67.32,15.3,15.6,17.73748697,12.43209877,175,781,0,584,1521,17.775571,81,10.83333333,20.5,6057,19.43,271,1007
4875,nytimes.com,https://www.nytimes.com/2002/04/26/us/scandals-church-treatment-program-abusive-priests-are-varied-but-treatable.html,Reliable,48.46,16.8,16.3,17.83847491,14.34444444,177,1056,0,799,2137,13.86522076,90,25,20.9,8164,19.85,326,1291
4876,nytimes.com,https://www.nytimes.com/2002/04/27/arts/anti-semitism-deepening-among-muslims-hateful-images-jews-are-embedded-islamic.html,Reliable,51.54,17.1,16.3,19.32054795,11.30136986,222,667,0,521,1403,21.6969697,73,25,20.9,5299,21.12,264,825
4877,nytimes.com,https://www.nytimes.com/2002/04/27/us/lisa-lopes-rapper-dies-in-honduras-crash-at-30.html,Reliable,75.2,11.4,11.3,15.90192308,13,158,634,0,442,1138,21.51442308,64,8.142857143,14.7,4601,15.59,181,832
4878,nytimes.com,https://www.nytimes.com/2002/04/27/world/mideast-turmoil-bethlehem-israel-s-threat-attack-church-pulled-back.html,Reliable,59.06,15,14.2,17.82600801,12.22857143,73,355,0,267,681,41.82242991,35,18,20,2731,19.55,117,428
4879,nytimes.com,https://www.nytimes.com/2002/04/27/world/shooting-rampage-at-german-school.html,Reliable,77.82,13.2,12.6,15.51758714,10.41935484,76,521,0,386,936,27.70897833,62,14,17.8,3850,17.64,151,646
4880,nytimes.com,https://www.nytimes.com/2002/04/27/us/scientist-reveals-secret-of-genome-it-s-his.html,Reliable,59.59,13.1,12.7,17.87163267,11.70588235,119,486,0,345,954,29.98324958,51,17,15.3,3663,17.39,167,597
4881,nytimes.com,https://www.nytimes.com/2002/04/27/opinion/fatal-flaws-in-the-justice-system.html,Reliable,51.06,23.1,20.8,18.91236897,11.77777778,13,271,0,211,530,56.28930818,27,39,28.6,2054,19.97,97,318
4882,nytimes.com,https://www.nytimes.com/2002/04/28/movies/film-star-wars-fan-films-come-tumbling-back-to-earth.html,Reliable,57.97,15,15.2,19.65324409,13.30508475,171,648,1,440,1245,22.80254777,59,22,18.7,4813,17.87,242,785
4883,nytimes.com,https://www.nytimes.com/2002/04/28/magazine/complicating-the-race.html,Reliable,65.98,17.8,16.3,17.08103635,13.74522293,345,1691,0,1270,3296,8.294717331,157,15.5,23.7,13108,19.67,517,2158
4884,nytimes.com,https://www.nytimes.com/2002/04/28/business/in-a-race-to-the-mall-j-crew-has-lost-its-way.html,Reliable,65.64,12.4,13.3,16.72769814,14.08510638,224,1063,0,750,2028,13.51963746,94,5.9,15,7834,16.7,301,1324
4885,nytimes.com,https://www.nytimes.com/2002/04/28/weekinreview/the-nation-altar-boy-innocents-a-former-seminarian-reflects-on-moral-ambivalence.html,Reliable,68.73,22.8,19.1,15.94501616,11.03703704,37,451,0,317,876,30.03355705,54,33.5,28.6,3364,17.94,142,596
4886,nytimes.com,https://www.nytimes.com/2002/04/28/books/friendly-persuasion.html,Reliable,69.4,14.5,14.1,14.49335542,10.38297872,367,1552,0,1170,2923,9.170081967,188,23.66666667,18.5,11673,18.22,407,1952
4887,nytimes.com,https://www.nytimes.com/2002/04/28/nyregion/neighborhood-report-citypeople-new-yorker-you-can-tell-her-verve-if-not-her.html,Reliable,88.33,10.7,11,13.82560847,8.4,67,290,0,200,490,47.35449735,45,6.125,14.4,2040,14.79,80,378
4888,nytimes.com,https://www.nytimes.com/2002/04/28/theater/theater-a-moo-moo-here-and-a-moo-moo-there.html,Reliable,87.43,12.5,11.9,14.24175824,9.285714286,75,332,0,219,581,39.34065934,49,12.4,16.1,2405,15.95,97,455
4889,nytimes.com,https://www.nytimes.com/2002/04/28/books/lenin-s-capitalists.html,Reliable,60.87,15.7,15.1,20.18398515,10.44736842,86,302,0,241,628,45.08816121,38,12,20.1,2464,21.63,139,397
4890,nytimes.com,https://www.nytimes.com/2002/04/28/business/business-online-the-armies-have-no-borders.html,Reliable,52.34,15.1,14.9,19.10125764,10.52173913,28,196,0,148,416,73.96694215,23,9,18,1547,19.77,78,242
4891,nytimes.com,https://www.nytimes.com/2002/04/28/magazine/the-14-year-old-hit-man.html,Reliable,87.3,13.6,12.4,11.74000606,9.410041841,224,1710,0,1073,2878,7.95909293,239,28,17.6,11932,14.8,336,2249
4892,nytimes.com,https://www.nytimes.com/2002/04/29/world/new-evidence-in-killings-of-anti-chavez-protesters.html,Reliable,50.61,17.7,17.4,18.13042812,12.22580645,111,623,0,506,1274,23.61477573,62,37,23.6,4994,21.88,213,758
4893,nytimes.com,https://www.nytimes.com/2002/04/29/world/vienna-buries-child-victims-of-the-nazis.html,Reliable,67.06,13.9,13.1,17.91243842,12.6875,105,489,0,363,907,29.39244663,48,8.666666667,17.3,3639,17.4,165,609
4894,nytimes.com,https://www.nytimes.com/2002/04/29/business/at-fox-news-the-colonel-who-wasn-t.html,Reliable,58.69,11.3,12.1,15.69691188,12.59433962,311,1108,0,771,2115,13.4082397,106,11.33333333,14.2,8260,16.92,289,1335
4895,nytimes.com,https://www.nytimes.com/2002/04/29/books/friend-not-role-model-remembering-edward-abbey-who-loved-words-women-beer-desert.html,Reliable,77.12,10.6,12.2,15.36444444,11.11111111,193,793,0,547,1446,17.9,90,13.4,13.9,5778,15.76,223,1000
4896,nytimes.com,https://www.nytimes.com/2002/04/30/business/business-travel-beware-of-green-hats-in-china-and-other-cross-cultural-faux-pas.html,Reliable,60.78,13,12.8,17.6627387,10.54098361,122,538,0,412,1016,27.83825816,61,11.5,16.6,4028,18.33,184,643
4897,nytimes.com,https://www.nytimes.com/2002/05/01/us/leader-of-islamic-charity-is-accused-of-lying-to-court.html,Reliable,51.11,13.6,13.9,19.99829623,11.73170732,101,402,0,299,804,37.21413721,41,13.5,16.9,3094,19.13,160,481
4898,nytimes.com,https://www.nytimes.com/2002/05/01/movies/film-review-the-new-left-from-fiery-to-fading.html,Reliable,58.63,16.5,15.8,20.19830247,12.65625,106,326,0,231,655,44.19753086,32,23.66666667,19.9,2482,18.74,133,405
4899,nytimes.com,https://www.nytimes.com/2002/05/02/business/technology-aol-shifts-key-contract-to-google.html,Reliable,68.28,11.5,12.7,17.46465179,11.48484848,70,323,0,232,561,47.22955145,33,10.5,16.6,2345,17.22,103,379
4900,nytimes.com,https://www.nytimes.com/2002/05/02/us/california-priest-is-accused-of-8-year-sexual-relationship.html,Reliable,69.59,9.4,10.6,16.45716619,10.19354839,86,262,0,179,480,56.64556962,31,4.416666667,13.3,1948,16.39,82,316
4901,nytimes.com,https://www.nytimes.com/2002/05/02/arts/a-practical-muse-for-musicians-with-aids.html,Reliable,76.72,10.4,10.7,16.08106592,11.5,149,561,0,397,1029,25.10518934,62,10.83333333,13.7,4109,15.7,169,713
4902,nytimes.com,https://www.nytimes.com/2002/05/02/us/bin-laden-relative-linked-to-93-trade-center-bombers-affidavit-says.html,Reliable,50.96,10.9,12.5,18.43421053,11.875,116,326,0,228,630,47.10526316,32,7,13.9,2430,16.79,111,380
4903,nytimes.com,https://www.nytimes.com/2002/05/02/us/nato-planes-to-end-patrol-of-us-skies.html,Reliable,62.3,11.7,12.7,17.59823349,9.041666667,56,187,0,135,342,82.48847926,24,23,15.7,1358,17.46,65,217
4904,nytimes.com,https://www.nytimes.com/2002/05/02/nyregion/drug-suspect-killed-in-fight-with-us-agent-authorities-say.html,Reliable,77.52,9.4,10.4,16.68571429,10.71428571,58,241,0,174,420,59.66666667,28,8,13.9,1753,15.99,78,300
4905,nytimes.com,https://www.nytimes.com/2002/05/03/movies/film-review-muscles-ripple-webs-unfurl-hormones-race.html,Reliable,66.03,15.1,13.9,19.30481752,13.7,191,600,0,456,1225,21.77615572,60,17.25,18.8,4694,18.67,243,822
4906,nytimes.com,https://www.nytimes.com/2002/05/03/movies/theater-review-ghosts-up-his-sleeve-and-a-million-tricks.html,Reliable,66.6,12.6,12.8,18.99627329,13.14285714,167,578,0,424,1100,24.32065217,56,8.428571429,16.1,4366,17.51,216,736
4907,nytimes.com,https://www.nytimes.com/2002/05/03/nyregion/back-in-class-former-priest-once-accused-of-impropriety.html,Reliable,49.27,14.2,13.8,19.23026236,13.54545455,35,126,0,91,250,120.1342282,11,14.6,18,984,19.89,44,149
4908,nytimes.com,https://www.nytimes.com/2002/05/04/us/a-trainee-noted-for-incompetence.html,Reliable,50.76,13.6,14.3,20.0830093,12.07142857,48,144,0,105,291,105.9171598,14,14.4,16.9,1111,18.84,56,169
4909,nytimes.com,https://www.nytimes.com/2002/05/05/magazine/i-am-a-racially-profiling-doctor.html,Reliable,50.54,18.3,17.4,19.14408197,12.28695652,148,1140,0,885,2396,12.66808209,115,35.5,22.4,9073,21.18,432,1413
4910,nytimes.com,https://www.nytimes.com/2002/05/05/nyregion/slave-policies.html,Reliable,58.57,17,17.2,16.52266336,12.71794872,188,786,0,586,1584,18.04435484,78,12.16666667,21.4,6108,19.9,234,992
